Fetched 0/1156 | 0.0% of days | 0.0% of MAX_TWEETS
Fetched 287/392 | 73.2% of days | 5.0% of MAX_TWEETS
Fetched 287/392 | 73.2% of days | 5.0% of MAX_TWEETS
Fetched 288/392 | 73.5% of days | 5.0% of MAX_TWEETS
Fetched 289/392 | 73.7% of days | 5.0% of MAX_TWEETS
Fetched 289/392 | 73.7% of days | 5.0% of MAX_TWEETS
Fetched 290/392 | 74.0% of days | 5.0% of MAX_TWEETS
Fetched 291/392 | 74.2% of days | 5.0% of MAX_TWEETS
Fetched 291/392 | 74.2% of days | 5.0% of MAX_TWEETS
Fetched 292/392 | 74.5% of days | 5.1% of MAX_TWEETS
Fetched 292/392 | 74.5% of days | 5.1% of MAX_TWEETS
Fetched 293/392 | 74.7% of days | 5.1% of MAX_TWEETS
Fetched 293/392 | 74.7% of days | 5.1% of MAX_TWEETS
Fetched 294/392 | 75.0% of days | 5.1% of MAX_TWEETS
Fetched 294/392 | 75.0% of days | 5.1% of MAX_TWEETS
Fetched 295/392 | 75.3% of days | 5.1% of MAX_TWEETS
Fetched 296/392 | 75.5% of days | 5.1% of MAX_TWEETS
Fetched 297/392 | 75.8% of days | 5.1% of MAX_TWEETS
Fetched 298/392 | 76.0% of days | 5.1% of MAX_TWEETS
Fetched 299/392 | 76.3% of days | 5.2% of MAX_TWEETS
Fetched 299/392 | 76.3% of days | 5.2% of MAX_TWEETS
Fetched 300/392 | 76.5% of days | 5.2% of MAX_TWEETS
Fetched 301/392 | 76.8% of days | 5.2% of MAX_TWEETS
Fetched 301/392 | 76.8% of days | 5.2% of MAX_TWEETS
Fetched 302/392 | 77.0% of days | 5.2% of MAX_TWEETS
Fetched 303/392 | 77.3% of days | 5.2% of MAX_TWEETS
Fetched 303/392 | 77.3% of days | 5.2% of MAX_TWEETS
Fetched 304/392 | 77.6% of days | 5.2% of MAX_TWEETS
Fetched 304/392 | 77.6% of days | 5.2% of MAX_TWEETS
Fetched 305/392 | 77.8% of days | 5.3% of MAX_TWEETS
Fetched 305/392 | 77.8% of days | 5.3% of MAX_TWEETS
Fetched 306/392 | 78.1% of days | 5.3% of MAX_TWEETS
Fetched 307/392 | 78.3% of days | 5.3% of MAX_TWEETS
Fetched 308/392 | 78.6% of days | 5.3% of MAX_TWEETS
Fetched 309/392 | 78.8% of days | 5.3% of MAX_TWEETS
Fetched 310/392 | 79.1% of days | 5.3% of MAX_TWEETS
Fetched 310/392 | 79.1% of days | 5.3% of MAX_TWEETS
Fetched 311/392 | 79.3% of days | 5.3% of MAX_TWEETS
Fetched 312/392 | 79.6% of days | 5.3% of MAX_TWEETS
Fetched 313/392 | 79.8% of days | 5.4% of MAX_TWEETS
Fetched 313/392 | 79.8% of days | 5.4% of MAX_TWEETS
Fetched 314/392 | 80.1% of days | 5.4% of MAX_TWEETS
Fetched 314/392 | 80.1% of days | 5.4% of MAX_TWEETS
Fetched 314/392 | 80.1% of days | 5.4% of MAX_TWEETS
Fetched 315/392 | 80.4% of days | 5.4% of MAX_TWEETS
Fetched 316/392 | 80.6% of days | 5.4% of MAX_TWEETS
Fetched 316/392 | 80.6% of days | 5.4% of MAX_TWEETS
Fetched 317/392 | 80.9% of days | 5.4% of MAX_TWEETS
Fetched 317/392 | 80.9% of days | 5.4% of MAX_TWEETS
Fetched 318/392 | 81.1% of days | 5.5% of MAX_TWEETS
Fetched 319/392 | 81.4% of days | 5.5% of MAX_TWEETS
Fetched 319/392 | 81.4% of days | 5.5% of MAX_TWEETS
Fetched 320/392 | 81.6% of days | 5.5% of MAX_TWEETS
Fetched 321/392 | 81.9% of days | 5.5% of MAX_TWEETS
Fetched 322/392 | 82.1% of days | 5.5% of MAX_TWEETS
Fetched 323/392 | 82.4% of days | 5.5% of MAX_TWEETS
Fetched 325/392 | 82.9% of days | 5.5% of MAX_TWEETS
Fetched 326/392 | 83.2% of days | 5.5% of MAX_TWEETS
Fetched 327/392 | 83.4% of days | 5.5% of MAX_TWEETS
Fetched 328/392 | 83.7% of days | 5.5% of MAX_TWEETS
Fetched 330/392 | 84.2% of days | 5.6% of MAX_TWEETS
Fetched 331/392 | 84.4% of days | 5.6% of MAX_TWEETS
Fetched 332/392 | 84.7% of days | 5.6% of MAX_TWEETS
Fetched 333/392 | 84.9% of days | 5.6% of MAX_TWEETS
Fetched 334/392 | 85.2% of days | 5.6% of MAX_TWEETS
Fetched 335/392 | 85.5% of days | 5.6% of MAX_TWEETS
Fetched 336/392 | 85.7% of days | 5.6% of MAX_TWEETS
Fetched 337/392 | 86.0% of days | 5.6% of MAX_TWEETS
Fetched 338/392 | 86.2% of days | 5.6% of MAX_TWEETS
Fetched 339/392 | 86.5% of days | 5.6% of MAX_TWEETS
Fetched 339/392 | 86.5% of days | 5.7% of MAX_TWEETS
Fetched 340/392 | 86.7% of days | 5.7% of MAX_TWEETS
Fetched 341/392 | 87.0% of days | 5.7% of MAX_TWEETS
Fetched 341/392 | 87.0% of days | 5.7% of MAX_TWEETS
Fetched 342/392 | 87.2% of days | 5.7% of MAX_TWEETS
Fetched 343/392 | 87.5% of days | 5.7% of MAX_TWEETS
Fetched 344/392 | 87.8% of days | 5.7% of MAX_TWEETS
Fetched 345/392 | 88.0% of days | 5.7% of MAX_TWEETS
Fetched 346/392 | 88.3% of days | 5.7% of MAX_TWEETS
Fetched 347/392 | 88.5% of days | 5.7% of MAX_TWEETS
Fetched 347/392 | 88.5% of days | 5.8% of MAX_TWEETS
Fetched 349/392 | 89.0% of days | 5.8% of MAX_TWEETS
Fetched 350/392 | 89.3% of days | 5.8% of MAX_TWEETS
Fetched 351/392 | 89.5% of days | 5.8% of MAX_TWEETS
Fetched 352/392 | 89.8% of days | 5.8% of MAX_TWEETS
Fetched 353/392 | 90.1% of days | 5.8% of MAX_TWEETS
Fetched 354/392 | 90.3% of days | 5.8% of MAX_TWEETS
Fetched 355/392 | 90.6% of days | 5.8% of MAX_TWEETS
Fetched 356/392 | 90.8% of days | 5.8% of MAX_TWEETS
Fetched 358/392 | 91.3% of days | 5.8% of MAX_TWEETS
Fetched 359/392 | 91.6% of days | 5.9% of MAX_TWEETS
Fetched 360/392 | 91.8% of days | 5.9% of MAX_TWEETS
Fetched 362/392 | 92.3% of days | 5.9% of MAX_TWEETS
Fetched 363/392 | 92.6% of days | 5.9% of MAX_TWEETS
Fetched 364/392 | 92.9% of days | 5.9% of MAX_TWEETS
Fetched 365/392 | 93.1% of days | 5.9% of MAX_TWEETS
Fetched 366/392 | 93.4% of days | 5.9% of MAX_TWEETS
Fetched 367/392 | 93.6% of days | 5.9% of MAX_TWEETS
Fetched 368/392 | 93.9% of days | 5.9% of MAX_TWEETS
Fetched 368/392 | 93.9% of days | 5.9% of MAX_TWEETS
Fetched 369/392 | 94.1% of days | 5.9% of MAX_TWEETS
Fetched 369/392 | 94.1% of days | 6.0% of MAX_TWEETS
Fetched 370/392 | 94.4% of days | 6.0% of MAX_TWEETS
Fetched 371/392 | 94.6% of days | 6.0% of MAX_TWEETS
Fetched 372/392 | 94.9% of days | 6.0% of MAX_TWEETS
Fetched 372/392 | 94.9% of days | 6.0% of MAX_TWEETS
Fetched 372/392 | 94.9% of days | 6.0% of MAX_TWEETS
Fetched 373/392 | 95.2% of days | 6.0% of MAX_TWEETS
Fetched 373/392 | 95.2% of days | 6.0% of MAX_TWEETS
Fetched 373/392 | 95.2% of days | 6.0% of MAX_TWEETS
Fetched 373/392 | 95.2% of days | 6.0% of MAX_TWEETS
Fetched 373/392 | 95.2% of days | 6.1% of MAX_TWEETS
Fetched 373/392 | 95.2% of days | 6.1% of MAX_TWEETS
Fetched 374/392 | 95.4% of days | 6.1% of MAX_TWEETS
Fetched 375/392 | 95.7% of days | 6.1% of MAX_TWEETS
Fetched 375/392 | 95.7% of days | 6.1% of MAX_TWEETS
Fetched 375/392 | 95.7% of days | 6.1% of MAX_TWEETS
Fetched 376/392 | 95.9% of days | 6.1% of MAX_TWEETS
Fetched 376/392 | 95.9% of days | 6.1% of MAX_TWEETS
Fetched 377/392 | 96.2% of days | 6.1% of MAX_TWEETS
Fetched 378/392 | 96.4% of days | 6.1% of MAX_TWEETS
Fetched 379/392 | 96.7% of days | 6.2% of MAX_TWEETS
Fetched 380/392 | 96.9% of days | 6.2% of MAX_TWEETS
Fetched 381/392 | 97.2% of days | 6.2% of MAX_TWEETS
Fetched 382/392 | 97.4% of days | 6.2% of MAX_TWEETS
Fetched 383/392 | 97.7% of days | 6.2% of MAX_TWEETS
Fetched 384/392 | 98.0% of days | 6.2% of MAX_TWEETS
Fetched 385/392 | 98.2% of days | 6.2% of MAX_TWEETS
Fetched 387/392 | 98.7% of days | 6.2% of MAX_TWEETS
Fetched 387/392 | 98.7% of days | 6.2% of MAX_TWEETS
Fetched 388/392 | 99.0% of days | 6.2% of MAX_TWEETS
Fetched 388/392 | 99.0% of days | 6.3% of MAX_TWEETS
Fetched 389/392 | 99.2% of days | 6.3% of MAX_TWEETS
Fetched 389/392 | 99.2% of days | 6.3% of MAX_TWEETS
Fetched 390/392 | 99.5% of days | 6.3% of MAX_TWEETS
Fetched 390/392 | 99.5% of days | 6.3% of MAX_TWEETS
Fetched 391/392 | 99.7% of days | 6.3% of MAX_TWEETS
Fetched 392/392 | 100.0% of days | 6.3% of MAX_TWEETS
Finished!
Fetched 0/731 | 0.0% of days | 0.0% of MAX_TWEETS
Fetched 1/731 | 0.1% of days | 0.0% of MAX_TWEETS
Fetched 1/731 | 0.1% of days | 0.0% of MAX_TWEETS
Fetched 1/731 | 0.1% of days | 0.0% of MAX_TWEETS
Fetched 2/731 | 0.3% of days | 0.0% of MAX_TWEETS
Fetched 2/731 | 0.3% of days | 0.0% of MAX_TWEETS
Fetched 2/731 | 0.3% of days | 0.1% of MAX_TWEETS
Fetched 3/731 | 0.4% of days | 0.1% of MAX_TWEETS
Fetched 4/731 | 0.5% of days | 0.1% of MAX_TWEETS
Fetched 4/731 | 0.5% of days | 0.1% of MAX_TWEETS
Fetched 5/731 | 0.7% of days | 0.1% of MAX_TWEETS
Fetched 6/731 | 0.8% of days | 0.1% of MAX_TWEETS
Fetched 6/731 | 0.8% of days | 0.1% of MAX_TWEETS
Fetched 6/731 | 0.8% of days | 0.1% of MAX_TWEETS
Fetched 7/731 | 1.0% of days | 0.1% of MAX_TWEETS
Fetched 7/731 | 1.0% of days | 0.1% of MAX_TWEETS
Fetched 7/731 | 1.0% of days | 0.1% of MAX_TWEETS
Fetched 8/731 | 1.1% of days | 0.2% of MAX_TWEETS
Fetched 8/731 | 1.1% of days | 0.2% of MAX_TWEETS
Fetched 8/731 | 1.1% of days | 0.2% of MAX_TWEETS
Fetched 8/731 | 1.1% of days | 0.2% of MAX_TWEETS
Fetched 9/731 | 1.2% of days | 0.2% of MAX_TWEETS
Fetched 9/731 | 1.2% of days | 0.2% of MAX_TWEETS
Fetched 10/731 | 1.4% of days | 0.2% of MAX_TWEETS
Fetched 10/731 | 1.4% of days | 0.2% of MAX_TWEETS
Fetched 10/731 | 1.4% of days | 0.2% of MAX_TWEETS
Fetched 11/731 | 1.5% of days | 0.2% of MAX_TWEETS
Fetched 11/731 | 1.5% of days | 0.3% of MAX_TWEETS
Fetched 11/731 | 1.5% of days | 0.3% of MAX_TWEETS
Fetched 11/731 | 1.5% of days | 0.3% of MAX_TWEETS
Fetched 11/731 | 1.5% of days | 0.3% of MAX_TWEETS
Fetched 11/731 | 1.5% of days | 0.3% of MAX_TWEETS
Fetched 12/731 | 1.6% of days | 0.3% of MAX_TWEETS
Fetched 12/731 | 1.6% of days | 0.3% of MAX_TWEETS
Fetched 12/731 | 1.6% of days | 0.3% of MAX_TWEETS
Fetched 12/731 | 1.6% of days | 0.3% of MAX_TWEETS
Fetched 12/731 | 1.6% of days | 0.3% of MAX_TWEETS
Fetched 12/731 | 1.6% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 13/731 | 1.8% of days | 0.4% of MAX_TWEETS
Fetched 14/731 | 1.9% of days | 0.4% of MAX_TWEETS
Fetched 14/731 | 1.9% of days | 0.4% of MAX_TWEETS
Fetched 14/731 | 1.9% of days | 0.4% of MAX_TWEETS
Fetched 14/731 | 1.9% of days | 0.5% of MAX_TWEETS
Fetched 15/731 | 2.1% of days | 0.5% of MAX_TWEETS
Fetched 15/731 | 2.1% of days | 0.5% of MAX_TWEETS
Fetched 16/731 | 2.2% of days | 0.5% of MAX_TWEETS
Fetched 16/731 | 2.2% of days | 0.5% of MAX_TWEETS
Fetched 17/731 | 2.3% of days | 0.5% of MAX_TWEETS
Fetched 17/731 | 2.3% of days | 0.5% of MAX_TWEETS
Fetched 17/731 | 2.3% of days | 0.5% of MAX_TWEETS
Fetched 18/731 | 2.5% of days | 0.5% of MAX_TWEETS
Fetched 18/731 | 2.5% of days | 0.5% of MAX_TWEETS
Fetched 18/731 | 2.5% of days | 0.6% of MAX_TWEETS
Fetched 18/731 | 2.5% of days | 0.6% of MAX_TWEETS
Fetched 18/731 | 2.5% of days | 0.6% of MAX_TWEETS
Fetched 18/731 | 2.5% of days | 0.6% of MAX_TWEETS
Fetched 19/731 | 2.6% of days | 0.6% of MAX_TWEETS
Fetched 19/731 | 2.6% of days | 0.6% of MAX_TWEETS
Fetched 19/731 | 2.6% of days | 0.6% of MAX_TWEETS
Fetched 20/731 | 2.7% of days | 0.6% of MAX_TWEETS
Fetched 20/731 | 2.7% of days | 0.6% of MAX_TWEETS
Fetched 21/731 | 2.9% of days | 0.6% of MAX_TWEETS
Fetched 21/731 | 2.9% of days | 0.6% of MAX_TWEETS
Fetched 22/731 | 3.0% of days | 0.7% of MAX_TWEETS
Fetched 23/731 | 3.1% of days | 0.7% of MAX_TWEETS
Fetched 23/731 | 3.1% of days | 0.7% of MAX_TWEETS
Fetched 23/731 | 3.1% of days | 0.7% of MAX_TWEETS
Fetched 23/731 | 3.1% of days | 0.7% of MAX_TWEETS
Fetched 24/731 | 3.3% of days | 0.7% of MAX_TWEETS
Fetched 24/731 | 3.3% of days | 0.7% of MAX_TWEETS
Fetched 24/731 | 3.3% of days | 0.7% of MAX_TWEETS
Fetched 24/731 | 3.3% of days | 0.7% of MAX_TWEETS
Fetched 24/731 | 3.3% of days | 0.7% of MAX_TWEETS
Fetched 24/731 | 3.3% of days | 0.8% of MAX_TWEETS
Fetched 25/731 | 3.4% of days | 0.8% of MAX_TWEETS
Fetched 25/731 | 3.4% of days | 0.8% of MAX_TWEETS
Fetched 25/731 | 3.4% of days | 0.8% of MAX_TWEETS
Fetched 26/731 | 3.6% of days | 0.8% of MAX_TWEETS
Fetched 26/731 | 3.6% of days | 0.8% of MAX_TWEETS
Fetched 27/731 | 3.7% of days | 0.8% of MAX_TWEETS
Fetched 28/731 | 3.8% of days | 0.8% of MAX_TWEETS
Fetched 28/731 | 3.8% of days | 0.8% of MAX_TWEETS
Fetched 28/731 | 3.8% of days | 0.8% of MAX_TWEETS
Fetched 28/731 | 3.8% of days | 0.8% of MAX_TWEETS
Fetched 29/731 | 4.0% of days | 0.9% of MAX_TWEETS
Fetched 29/731 | 4.0% of days | 0.9% of MAX_TWEETS
Fetched 29/731 | 4.0% of days | 0.9% of MAX_TWEETS
Fetched 29/731 | 4.0% of days | 0.9% of MAX_TWEETS
Fetched 30/731 | 4.1% of days | 0.9% of MAX_TWEETS
Fetched 31/731 | 4.2% of days | 0.9% of MAX_TWEETS
Fetched 31/731 | 4.2% of days | 0.9% of MAX_TWEETS
Fetched 32/731 | 4.4% of days | 0.9% of MAX_TWEETS
Fetched 33/731 | 4.5% of days | 0.9% of MAX_TWEETS
Fetched 34/731 | 4.7% of days | 0.9% of MAX_TWEETS
Fetched 34/731 | 4.7% of days | 0.9% of MAX_TWEETS
Fetched 35/731 | 4.8% of days | 1.0% of MAX_TWEETS
Fetched 36/731 | 4.9% of days | 1.0% of MAX_TWEETS
Fetched 36/731 | 4.9% of days | 1.0% of MAX_TWEETS
Fetched 37/731 | 5.1% of days | 1.0% of MAX_TWEETS
Fetched 38/731 | 5.2% of days | 1.0% of MAX_TWEETS
Fetched 38/731 | 5.2% of days | 1.0% of MAX_TWEETS
Fetched 39/731 | 5.3% of days | 1.0% of MAX_TWEETS
Fetched 40/731 | 5.5% of days | 1.0% of MAX_TWEETS
Fetched 41/731 | 5.6% of days | 1.0% of MAX_TWEETS
Fetched 41/731 | 5.6% of days | 1.0% of MAX_TWEETS
Fetched 42/731 | 5.7% of days | 1.0% of MAX_TWEETS
Fetched 42/731 | 5.7% of days | 1.1% of MAX_TWEETS
Fetched 42/731 | 5.7% of days | 1.1% of MAX_TWEETS
Fetched 43/731 | 5.9% of days | 1.1% of MAX_TWEETS
Fetched 44/731 | 6.0% of days | 1.1% of MAX_TWEETS
Fetched 44/731 | 6.0% of days | 1.1% of MAX_TWEETS
Fetched 45/731 | 6.2% of days | 1.1% of MAX_TWEETS
Fetched 46/731 | 6.3% of days | 1.1% of MAX_TWEETS
Fetched 46/731 | 6.3% of days | 1.1% of MAX_TWEETS
Fetched 47/731 | 6.4% of days | 1.1% of MAX_TWEETS
Fetched 48/731 | 6.6% of days | 1.1% of MAX_TWEETS
Fetched 48/731 | 6.6% of days | 1.1% of MAX_TWEETS
Fetched 48/731 | 6.6% of days | 1.2% of MAX_TWEETS
Fetched 49/731 | 6.7% of days | 1.2% of MAX_TWEETS
Fetched 49/731 | 6.7% of days | 1.2% of MAX_TWEETS
Fetched 49/731 | 6.7% of days | 1.2% of MAX_TWEETS
Fetched 50/731 | 6.8% of days | 1.2% of MAX_TWEETS
Fetched 50/731 | 6.8% of days | 1.2% of MAX_TWEETS
Fetched 50/731 | 6.8% of days | 1.2% of MAX_TWEETS
Fetched 51/731 | 7.0% of days | 1.2% of MAX_TWEETS
Fetched 51/731 | 7.0% of days | 1.2% of MAX_TWEETS
Fetched 52/731 | 7.1% of days | 1.2% of MAX_TWEETS
Fetched 52/731 | 7.1% of days | 1.2% of MAX_TWEETS
Fetched 52/731 | 7.1% of days | 1.2% of MAX_TWEETS
Fetched 53/731 | 7.3% of days | 1.3% of MAX_TWEETS
Fetched 53/731 | 7.3% of days | 1.3% of MAX_TWEETS
Fetched 53/731 | 7.3% of days | 1.3% of MAX_TWEETS
Fetched 54/731 | 7.4% of days | 1.3% of MAX_TWEETS
Fetched 54/731 | 7.4% of days | 1.3% of MAX_TWEETS
Fetched 54/731 | 7.4% of days | 1.3% of MAX_TWEETS
Fetched 54/731 | 7.4% of days | 1.3% of MAX_TWEETS
Fetched 55/731 | 7.5% of days | 1.3% of MAX_TWEETS
Fetched 55/731 | 7.5% of days | 1.3% of MAX_TWEETS
Fetched 55/731 | 7.5% of days | 1.3% of MAX_TWEETS
Fetched 56/731 | 7.7% of days | 1.3% of MAX_TWEETS
Fetched 56/731 | 7.7% of days | 1.4% of MAX_TWEETS
Fetched 56/731 | 7.7% of days | 1.4% of MAX_TWEETS
Fetched 57/731 | 7.8% of days | 1.4% of MAX_TWEETS
Fetched 57/731 | 7.8% of days | 1.4% of MAX_TWEETS
Fetched 58/731 | 7.9% of days | 1.4% of MAX_TWEETS
Fetched 58/731 | 7.9% of days | 1.4% of MAX_TWEETS
Fetched 58/731 | 7.9% of days | 1.4% of MAX_TWEETS
Fetched 59/731 | 8.1% of days | 1.4% of MAX_TWEETS
Fetched 59/731 | 8.1% of days | 1.4% of MAX_TWEETS
Fetched 59/731 | 8.1% of days | 1.4% of MAX_TWEETS
Fetched 60/731 | 8.2% of days | 1.4% of MAX_TWEETS
Fetched 60/731 | 8.2% of days | 1.5% of MAX_TWEETS
Fetched 60/731 | 8.2% of days | 1.5% of MAX_TWEETS
Fetched 61/731 | 8.3% of days | 1.5% of MAX_TWEETS
Fetched 61/731 | 8.3% of days | 1.5% of MAX_TWEETS
Rate limit exceeded. Sleeping for 118 seconds.
Fetched 61/731 | 8.3% of days | 1.5% of MAX_TWEETS
Fetched 62/731 | 8.5% of days | 1.5% of MAX_TWEETS
Fetched 62/731 | 8.5% of days | 1.5% of MAX_TWEETS
Fetched 62/731 | 8.5% of days | 1.5% of MAX_TWEETS
Fetched 62/731 | 8.5% of days | 1.5% of MAX_TWEETS
Fetched 63/731 | 8.6% of days | 1.5% of MAX_TWEETS
Fetched 63/731 | 8.6% of days | 1.5% of MAX_TWEETS
Fetched 63/731 | 8.6% of days | 1.6% of MAX_TWEETS
Fetched 63/731 | 8.6% of days | 1.6% of MAX_TWEETS
Fetched 64/731 | 8.8% of days | 1.6% of MAX_TWEETS
Fetched 64/731 | 8.8% of days | 1.6% of MAX_TWEETS
Fetched 64/731 | 8.8% of days | 1.6% of MAX_TWEETS
Fetched 64/731 | 8.8% of days | 1.6% of MAX_TWEETS
Fetched 64/731 | 8.8% of days | 1.6% of MAX_TWEETS
Fetched 65/731 | 8.9% of days | 1.6% of MAX_TWEETS
Fetched 65/731 | 8.9% of days | 1.6% of MAX_TWEETS
Fetched 65/731 | 8.9% of days | 1.6% of MAX_TWEETS
Fetched 66/731 | 9.0% of days | 1.6% of MAX_TWEETS
Fetched 66/731 | 9.0% of days | 1.6% of MAX_TWEETS
Fetched 66/731 | 9.0% of days | 1.7% of MAX_TWEETS
Fetched 66/731 | 9.0% of days | 1.7% of MAX_TWEETS
Fetched 67/731 | 9.2% of days | 1.7% of MAX_TWEETS
Fetched 67/731 | 9.2% of days | 1.7% of MAX_TWEETS
Fetched 67/731 | 9.2% of days | 1.7% of MAX_TWEETS
Fetched 67/731 | 9.2% of days | 1.7% of MAX_TWEETS
Fetched 68/731 | 9.3% of days | 1.7% of MAX_TWEETS
Fetched 68/731 | 9.3% of days | 1.7% of MAX_TWEETS
Fetched 68/731 | 9.3% of days | 1.7% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.7% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.7% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 69/731 | 9.4% of days | 1.8% of MAX_TWEETS
Fetched 70/731 | 9.6% of days | 1.8% of MAX_TWEETS
Fetched 70/731 | 9.6% of days | 1.8% of MAX_TWEETS
Fetched 70/731 | 9.6% of days | 1.8% of MAX_TWEETS
Fetched 70/731 | 9.6% of days | 1.8% of MAX_TWEETS
Fetched 70/731 | 9.6% of days | 1.9% of MAX_TWEETS
Fetched 70/731 | 9.6% of days | 1.9% of MAX_TWEETS
Fetched 71/731 | 9.7% of days | 1.9% of MAX_TWEETS
Fetched 71/731 | 9.7% of days | 1.9% of MAX_TWEETS
Fetched 71/731 | 9.7% of days | 1.9% of MAX_TWEETS
Fetched 71/731 | 9.7% of days | 1.9% of MAX_TWEETS
Fetched 71/731 | 9.7% of days | 1.9% of MAX_TWEETS
Fetched 72/731 | 9.8% of days | 1.9% of MAX_TWEETS
Fetched 72/731 | 9.8% of days | 1.9% of MAX_TWEETS
Fetched 72/731 | 9.8% of days | 1.9% of MAX_TWEETS
Fetched 72/731 | 9.8% of days | 1.9% of MAX_TWEETS
Fetched 72/731 | 9.8% of days | 2.0% of MAX_TWEETS
Fetched 72/731 | 9.8% of days | 2.0% of MAX_TWEETS
Fetched 73/731 | 10.0% of days | 2.0% of MAX_TWEETS
Fetched 73/731 | 10.0% of days | 2.0% of MAX_TWEETS
Fetched 73/731 | 10.0% of days | 2.0% of MAX_TWEETS
Fetched 73/731 | 10.0% of days | 2.0% of MAX_TWEETS
Fetched 73/731 | 10.0% of days | 2.0% of MAX_TWEETS
Fetched 73/731 | 10.0% of days | 2.0% of MAX_TWEETS
Fetched 74/731 | 10.1% of days | 2.0% of MAX_TWEETS
Fetched 74/731 | 10.1% of days | 2.0% of MAX_TWEETS
Fetched 74/731 | 10.1% of days | 2.0% of MAX_TWEETS
Fetched 74/731 | 10.1% of days | 2.1% of MAX_TWEETS
Fetched 74/731 | 10.1% of days | 2.1% of MAX_TWEETS
Fetched 74/731 | 10.1% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 75/731 | 10.3% of days | 2.1% of MAX_TWEETS
Fetched 76/731 | 10.4% of days | 2.1% of MAX_TWEETS
Fetched 76/731 | 10.4% of days | 2.2% of MAX_TWEETS
Fetched 76/731 | 10.4% of days | 2.2% of MAX_TWEETS
Fetched 76/731 | 10.4% of days | 2.2% of MAX_TWEETS
Fetched 76/731 | 10.4% of days | 2.2% of MAX_TWEETS
Fetched 76/731 | 10.4% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.2% of MAX_TWEETS
Fetched 77/731 | 10.5% of days | 2.3% of MAX_TWEETS
Fetched 78/731 | 10.7% of days | 2.3% of MAX_TWEETS
Fetched 78/731 | 10.7% of days | 2.3% of MAX_TWEETS
Fetched 78/731 | 10.7% of days | 2.3% of MAX_TWEETS
Fetched 79/731 | 10.8% of days | 2.3% of MAX_TWEETS
Fetched 79/731 | 10.8% of days | 2.3% of MAX_TWEETS
Fetched 80/731 | 10.9% of days | 2.3% of MAX_TWEETS
Fetched 80/731 | 10.9% of days | 2.3% of MAX_TWEETS
Fetched 81/731 | 11.1% of days | 2.3% of MAX_TWEETS
Fetched 82/731 | 11.2% of days | 2.3% of MAX_TWEETS
Fetched 82/731 | 11.2% of days | 2.3% of MAX_TWEETS
Fetched 83/731 | 11.4% of days | 2.4% of MAX_TWEETS
Fetched 83/731 | 11.4% of days | 2.4% of MAX_TWEETS
Fetched 83/731 | 11.4% of days | 2.4% of MAX_TWEETS
Fetched 84/731 | 11.5% of days | 2.4% of MAX_TWEETS
Fetched 84/731 | 11.5% of days | 2.4% of MAX_TWEETS
Fetched 85/731 | 11.6% of days | 2.4% of MAX_TWEETS
Fetched 85/731 | 11.6% of days | 2.4% of MAX_TWEETS
Fetched 85/731 | 11.6% of days | 2.4% of MAX_TWEETS
Fetched 86/731 | 11.8% of days | 2.4% of MAX_TWEETS
Fetched 86/731 | 11.8% of days | 2.4% of MAX_TWEETS
Fetched 86/731 | 11.8% of days | 2.4% of MAX_TWEETS
Fetched 86/731 | 11.8% of days | 2.5% of MAX_TWEETS
Fetched 87/731 | 11.9% of days | 2.5% of MAX_TWEETS
Fetched 88/731 | 12.0% of days | 2.5% of MAX_TWEETS
